1.419960076962781592e+01,9.295838799677231634e+01
1.466807078321940772e+01,9.384115466333909694e+01
1.521430872753950858e+01,9.467849934851973615e+01
1.609780248518351087e+01,9.514591874684752781e+01
1.700200835655328646e+01,9.557233233349342072e+01
1.770921251420508824e+01,9.627828343581091985e+01
1.843706090728694846e+01,9.696390345160119750e+01
1.917360462773155305e+01,9.763990374220654189e+01
1.995742947498912656e+01,9.826022282174679390e+01
2.082523611168338462e+01,9.875708828146734675e+01
2.140467544424020829e+01,9.957174837117210586e+01
2.239898348531437122e+01,9.967717314677632601e+01
2.339776617917698687e+01,9.972363737856962018e+01
2.439442947883434343e+01,9.978049186605085197e+01
2.538338899488549671e+01,9.991492759975251658e+01
2.637183319827303407e+01,9.994661576261519542e+01
2.736039888936959841e+01,9.992597413419332497e+01
2.835731147525962470e+01,9.986608323858543201e+01
2.934949951845720406e+01,9.974345342501050027e+01
3.033246094997147324e+01,9.956535119856137328e+01
3.130809490327679612e+01,9.935025016809625242e+01
3.229838958984240094e+01,9.922894862258844739e+01
3.327449231915660732e+01,9.901690822391624636e+01
3.423879576272285163e+01,9.876650631890277054e+01
3.519594289079727645e+01,9.849075011717674499e+01
3.614118011480071146e+01,9.816787542758966367e+01
3.709914321943762161e+01,9.788186812193873720e+01
3.804237544933985049e+01,9.755617934976811512e+01
3.897974686346219642e+01,9.721401271906252362e+01
3.991719009228837223e+01,9.687607794095411862e+01
4.085076314297998579e+01,9.651769318215177407e+01
4.179714410448882234e+01,9.619603346903457464e+01
4.273970100588837084e+01,9.586332034755498910e+01
4.367960651676133210e+01,9.552532071993444163e+01
4.461892350735200807e+01,9.518913451391671288e+01
4.554780973295051894e+01,9.482426056690344751e+01
4.647466872045846742e+01,9.445444427675208487e+01
4.738982657303705537e+01,9.405910590813029160e+01
4.831945966644167356e+01,9.369627609779122679e+01
4.925938631812857693e+01,9.335843999133557247e+01
5.019824838064363348e+01,9.301761356590982643e+01
5.110094767222302892e+01,9.261352556259271296e+01
5.184711496614021797e+01,9.194828386567175471e+01
5.276129487652019634e+01,9.154378645795308955e+01
5.367678083822335822e+01,9.114226133621679082e+01
5.462239549211049905e+01,9.082370604466639463e+01
5.553261910675635704e+01,9.042805190754837952e+01
5.646416079008339750e+01,9.006805049334870716e+01
5.739783984475324985e+01,8.971337330108157460e+01
5.838498180847859231e+01,8.955353295356985655e+01
5.931247955724825260e+01,8.918438873347970741e+01
6.023386296680251206e+01,8.879850000682917255e+01
6.115680426880145859e+01,8.841686378900172372e+01
6.210274972545825278e+01,8.809506655214786974e+01
6.304605358908269608e+01,8.776652554835477815e+01
6.401335116367270928e+01,8.754116670239196196e+01
6.498050712138393692e+01,8.731341649530676818e+01
6.593439777806446500e+01,8.702167564940212685e+01
6.687701168614499636e+01,8.669287187721897681e+01
6.782333523565452538e+01,8.637440334712538004e+01
6.876978804501520415e+01,8.605641901405569172e+01
6.972288009467956726e+01,8.575801788325614439e+01
7.066214061980916483e+01,8.542735298078214612e+01
7.160351764184532897e+01,8.510103232536435769e+01
7.254364446848104819e+01,8.477028192854595545e+01
7.348940648000431963e+01,8.444875516371952529e+01
7.443338297200581621e+01,8.412201899032325514e+01
7.537483231504064918e+01,8.378669574141535747e+01
7.631268188696404309e+01,8.344158554152386387e+01
7.724636801945464981e+01,8.308712631045884223e+01
7.817758214640494430e+01,8.272529906625241836e+01
7.909516224268232065e+01,8.233246467993603801e+01
8.000839230650193201e+01,8.192971360336497355e+01
8.093665662998610344e+01,8.155820483908554763e+01
8.187732966614188967e+01,8.122073602190272368e+01
8.278381582668431804e+01,8.080202423932568934e+01
8.368606846420877332e+01,8.037442433656939045e+01
8.454639905567466940e+01,7.986830432695064985e+01
8.531706883572570632e+01,8.030537919319321816e+01
8.617396604576597952e+01,7.980082178197511666e+01
8.702728481047996922e+01,7.928991764398865882e+01
8.792287755701943297e+01,7.885318952996028941e+01
8.881189284726050914e+01,7.840326609672756319e+01
8.966143897199211210e+01,7.788433018851613099e+01
9.051019101797299982e+01,7.736389761492739581e+01
9.136590105867317391e+01,7.685193766724343334e+01
9.221644346717282303e+01,7.633091678618211517e+01
9.307215343483466086e+01,7.581718122312970820e+01
9.393069222052672274e+01,7.530835286380424520e+01
9.481077847970021821e+01,7.484009326209613278e+01
9.567811450846201637e+01,7.435126385781632052e+01
9.657525867624970317e+01,7.391906267598366753e+01
9.747971966814264988e+01,7.350262477270426587e+01
9.837898642796547222e+01,7.307236721945641023e+01
9.929439483269108280e+01,7.267715026360568231e+01
1.002424252984116038e+02,7.237006761756336459e+01
1.011998779615879300e+02,7.209357119975845762e+01
1.021632009185960897e+02,7.183624739330956288e+01
1.031514285806998998e+02,7.169359190666924064e+01
1.041407354680665236e+02,7.156608246036205401e+01
1.051354347311795436e+02,7.148648247856198168e+01
1.060826253792377543e+02,7.179513842521338063e+01
1.070743832849144184e+02,7.181644352447824531e+01
1.080592410174179037e+02,7.197328508447094464e+01
1.090328666295160929e+02,7.219043232462806259e+01
1.099773398390056798e+02,7.251677532185182429e+01
1.109281579647978759e+02,7.282589199696413118e+01
1.118247487741839734e+02,7.246462901603453588e+01
1.127533863095927842e+02,7.219062930257516086e+01
1.136009589261620079e+02,7.272104702992727709e+01
1.144080550919376122e+02,7.331145403667080984e+01
1.151675600833620621e+02,7.396044654453403666e+01
1.158836480886268276e+02,7.465630837726925506e+01
1.165344763694351684e+02,7.541529556587633465e+01
1.172228589277466142e+02,7.614056634554870584e+01
1.178294113211084806e+02,7.693550127111942061e+01
1.184017059539710033e+02,7.775529613789940697e+01
1.189222287024463327e+02,7.860867444567324469e+01
1.195150960857828863e+02,7.941322823338472858e+01
1.201038531164486756e+02,8.022094753278678070e+01
1.206798751183362839e+02,8.103772764744870472e+01
1.212351037916224072e+02,8.186675440654605040e+01
1.217988593094416672e+02,8.269014027806429112e+01
1.223496614348909191e+02,8.352328707434436694e+01
1.228980638808610308e+02,8.435819571409305695e+01
1.234717006932969241e+02,8.517630985901732288e+01
1.240754971759115364e+02,8.597174561013351024e+01
1.247147994170869794e+02,8.673797271445221213e+01
1.253568723505560172e+02,8.750233555890075365e+01
1.259308879703057329e+02,8.832037404840141903e+01
1.265104111319967330e+02,8.913473783894876590e+01
1.271191368921828087e+02,8.992770438847354342e+01
1.277316267998738226e+02,9.071759147456830874e+01
1.283549111276929011e+02,9.149905273536491279e+01
1.289807316941674173e+02,9.227847465071317856e+01
1.295976442861943951e+02,9.306544287002479621e+01
1.302140648426237135e+02,9.385285382521573183e+01
1.307103526080432232e+02,9.472089913385779880e+01
1.313030075549552862e+02,9.552634792608118630e+01
1.318923734115574860e+02,9.633234659928780275e+01
