frame,error_m
1.600000000000000000e+02,3.028087137223549803e+02
1.610000000000000000e+02,3.032233075881835589e+02
1.620000000000000000e+02,3.036722042578026617e+02
1.630000000000000000e+02,3.041163975871481853e+02
1.640000000000000000e+02,3.045609180027457228e+02
1.650000000000000000e+02,3.049832219965410900e+02
1.660000000000000000e+02,3.054032849136257823e+02
1.670000000000000000e+02,3.058241169173618346e+02
1.680000000000000000e+02,3.062486209796257413e+02
1.690000000000000000e+02,3.066770300732036958e+02
1.700000000000000000e+02,3.071054832319360912e+02
1.710000000000000000e+02,3.075597724962711368e+02
1.720000000000000000e+02,3.080155401082171807e+02
1.730000000000000000e+02,3.084262613427146675e+02
1.740000000000000000e+02,3.087927524845712242e+02
1.750000000000000000e+02,3.092370659125620023e+02
1.760000000000000000e+02,3.096803252766067658e+02
1.770000000000000000e+02,3.102051470882921649e+02
1.780000000000000000e+02,3.099234702836698148e+02
1.790000000000000000e+02,3.104314758611235447e+02
1.800000000000000000e+02,3.109376194158263615e+02
1.810000000000000000e+02,3.113524521522114696e+02
1.820000000000000000e+02,3.117748319969113595e+02
1.830000000000000000e+02,3.122679055500886989e+02
1.840000000000000000e+02,3.127542281838678946e+02
1.850000000000000000e+02,3.132164331471149126e+02
1.860000000000000000e+02,3.136801750114267975e+02
1.870000000000000000e+02,3.141273808587183112e+02
1.880000000000000000e+02,3.145621555602950252e+02
1.890000000000000000e+02,3.149453747883405299e+02
1.900000000000000000e+02,3.153464705035007682e+02
1.910000000000000000e+02,3.156788923316041178e+02
1.920000000000000000e+02,3.160022416655119173e+02
1.930000000000000000e+02,3.163441274393282470e+02
1.940000000000000000e+02,3.166515200803771108e+02
1.950000000000000000e+02,3.168841681223682372e+02
1.960000000000000000e+02,3.170966676393933312e+02
1.970000000000000000e+02,3.172927459541389226e+02
1.980000000000000000e+02,3.173949119157559267e+02
1.990000000000000000e+02,3.174998132489293994e+02
2.000000000000000000e+02,3.175528911676880170e+02
2.010000000000000000e+02,3.173080553108400181e+02
2.020000000000000000e+02,3.173002142907619714e+02
2.030000000000000000e+02,3.171522982437033420e+02
2.040000000000000000e+02,3.169798774515639366e+02
2.050000000000000000e+02,3.167030949721514048e+02
2.060000000000000000e+02,3.164604915835829502e+02
2.070000000000000000e+02,3.168493250712995177e+02
2.080000000000000000e+02,3.171228475281801025e+02
2.090000000000000000e+02,3.167265674619997071e+02
2.100000000000000000e+02,3.162872916089286264e+02
2.110000000000000000e+02,3.157862039808009058e+02
2.120000000000000000e+02,3.152766245368644036e+02
2.130000000000000000e+02,3.147364717448828628e+02
2.140000000000000000e+02,3.141862988397165850e+02
2.150000000000000000e+02,3.136182942489543279e+02
2.160000000000000000e+02,3.130284871384271241e+02
2.170000000000000000e+02,3.124406531546810015e+02
2.180000000000000000e+02,3.118673196059173733e+02
2.190000000000000000e+02,3.112932283560796236e+02
2.200000000000000000e+02,3.107200663940498089e+02
2.210000000000000000e+02,3.101497457744217741e+02
2.220000000000000000e+02,3.095856631919956499e+02
2.230000000000000000e+02,3.090302887509706125e+02
2.240000000000000000e+02,3.084877543300068510e+02
2.250000000000000000e+02,3.079629418081040058e+02
2.260000000000000000e+02,3.074551069359278017e+02
2.270000000000000000e+02,3.069666976283215831e+02
2.280000000000000000e+02,3.064939258076151987e+02
2.290000000000000000e+02,3.060151273800942704e+02
2.300000000000000000e+02,3.055593467439297797e+02
2.310000000000000000e+02,3.051227943192396879e+02
2.320000000000000000e+02,3.046987928237152232e+02
2.330000000000000000e+02,3.042854949012062207e+02
2.340000000000000000e+02,3.038831845666834965e+02
2.350000000000000000e+02,3.034817161102719183e+02
2.360000000000000000e+02,3.030893689132382178e+02
2.370000000000000000e+02,3.026858168326712075e+02
2.380000000000000000e+02,3.023180776748078529e+02
2.390000000000000000e+02,3.019631193453050741e+02
2.400000000000000000e+02,3.016137242350324641e+02
2.410000000000000000e+02,3.012649773415666345e+02
2.420000000000000000e+02,3.009204483100064635e+02
2.430000000000000000e+02,3.005911696232425356e+02
2.440000000000000000e+02,3.002722829883071540e+02
2.450000000000000000e+02,2.999734563039873478e+02
2.460000000000000000e+02,2.996760610474107125e+02
2.470000000000000000e+02,2.993866561529553110e+02
2.480000000000000000e+02,2.991130677903315700e+02
2.490000000000000000e+02,2.988435945027712251e+02
2.500000000000000000e+02,2.985746550571772104e+02
2.510000000000000000e+02,2.983127623085937898e+02
2.520000000000000000e+02,2.980564218716680784e+02
2.530000000000000000e+02,2.978153827978872528e+02
2.540000000000000000e+02,2.975686087879035426e+02
2.550000000000000000e+02,2.973348951547404226e+02
2.560000000000000000e+02,2.971081595886518016e+02
2.570000000000000000e+02,2.968865769026020871e+02
2.580000000000000000e+02,2.967073153223194595e+02
2.590000000000000000e+02,2.965149241851871125e+02
2.600000000000000000e+02,2.963193452008138706e+02
2.610000000000000000e+02,2.961081096658710976e+02
2.620000000000000000e+02,2.959034445747778932e+02
2.630000000000000000e+02,2.957152319940451548e+02
2.640000000000000000e+02,2.955146949661669851e+02
2.650000000000000000e+02,2.952892822998286420e+02
2.660000000000000000e+02,2.950911309686140953e+02
2.670000000000000000e+02,2.948948101758751363e+02
2.680000000000000000e+02,2.947125804272213259e+02
2.690000000000000000e+02,2.945090479089935798e+02
2.700000000000000000e+02,2.942770798929162197e+02
2.710000000000000000e+02,2.940513993372259733e+02
2.720000000000000000e+02,2.938335392177214089e+02
2.730000000000000000e+02,2.936203530385018325e+02
2.740000000000000000e+02,2.934024168134822617e+02
2.750000000000000000e+02,2.931777403862851656e+02
2.760000000000000000e+02,2.929491953486559623e+02
2.770000000000000000e+02,2.927261174990596828e+02
2.780000000000000000e+02,2.924671124378527907e+02
2.790000000000000000e+02,2.922429413446288322e+02
2.800000000000000000e+02,2.920211267724830577e+02
2.810000000000000000e+02,2.917841840070224180e+02
2.820000000000000000e+02,2.915323154343107603e+02
2.830000000000000000e+02,2.912752346024245185e+02
2.840000000000000000e+02,2.910192336726368580e+02
2.850000000000000000e+02,2.907710537632208911e+02
2.860000000000000000e+02,2.905220976082766242e+02
2.870000000000000000e+02,2.903250098458096886e+02
2.880000000000000000e+02,2.901155074095212854e+02
2.890000000000000000e+02,2.898268820195157218e+02
2.900000000000000000e+02,2.895330005114729488e+02
2.910000000000000000e+02,2.892593714284071780e+02
2.920000000000000000e+02,2.889902862708735825e+02
2.930000000000000000e+02,2.887262203270499867e+02
2.940000000000000000e+02,2.884563242817523587e+02
2.950000000000000000e+02,2.881626975068621164e+02
2.960000000000000000e+02,2.878701754863985229e+02
2.970000000000000000e+02,2.875919321518803713e+02
2.980000000000000000e+02,2.872977743498614700e+02
2.990000000000000000e+02,2.870066238239452332e+02
3.000000000000000000e+02,2.867108811563155655e+02
3.010000000000000000e+02,2.864310744712045675e+02
3.020000000000000000e+02,2.861375877352434713e+02
3.030000000000000000e+02,2.858381430991091179e+02
3.040000000000000000e+02,2.855316587722505233e+02
3.050000000000000000e+02,2.852315820299223788e+02
3.060000000000000000e+02,2.849559219846847213e+02
3.070000000000000000e+02,2.846649338272355294e+02
3.080000000000000000e+02,2.843722225550910707e+02
3.090000000000000000e+02,2.840696227765288313e+02
3.100000000000000000e+02,2.837592994402656927e+02
3.110000000000000000e+02,2.834580464633153269e+02
3.120000000000000000e+02,2.831523487134319907e+02
3.130000000000000000e+02,2.828542977272514349e+02
3.140000000000000000e+02,2.825525715843876355e+02
3.150000000000000000e+02,2.822523996231585670e+02
3.160000000000000000e+02,2.819502845660235835e+02
3.170000000000000000e+02,2.816413402626180869e+02
3.180000000000000000e+02,2.813251315910019343e+02
3.190000000000000000e+02,2.810212509184265173e+02
3.200000000000000000e+02,2.807197345425723256e+02
3.210000000000000000e+02,2.804078547373808306e+02
3.220000000000000000e+02,2.800913099901633245e+02
3.230000000000000000e+02,2.797704620648429454e+02
3.240000000000000000e+02,2.794429070681040912e+02
3.250000000000000000e+02,2.791092105644879098e+02
3.260000000000000000e+02,2.787906993181860003e+02
3.270000000000000000e+02,2.784976769980355016e+02
3.280000000000000000e+02,2.782022760133523889e+02
3.290000000000000000e+02,2.778981848767285214e+02
3.300000000000000000e+02,2.775912740939318155e+02
3.310000000000000000e+02,2.772863816975742566e+02
3.320000000000000000e+02,2.769867892801453877e+02
3.330000000000000000e+02,2.766882866787928492e+02
3.340000000000000000e+02,2.763908132424594442e+02
3.350000000000000000e+02,2.760923793202964021e+02
3.360000000000000000e+02,2.757849883891720992e+02
3.370000000000000000e+02,2.754751710859834475e+02
3.380000000000000000e+02,2.751620718787996225e+02
3.390000000000000000e+02,2.748449249094103948e+02
3.400000000000000000e+02,2.745338633903069763e+02
3.410000000000000000e+02,2.742205087894740245e+02
3.420000000000000000e+02,2.739124264362448571e+02
3.430000000000000000e+02,2.735940206281358087e+02
3.440000000000000000e+02,2.732724142816289827e+02
3.450000000000000000e+02,2.729422681400417332e+02
3.460000000000000000e+02,2.726120702517580980e+02
3.470000000000000000e+02,2.722035824034318239e+02
3.480000000000000000e+02,2.717962352365574930e+02
3.490000000000000000e+02,2.713898724881846078e+02
3.500000000000000000e+02,2.709785241409460923e+02
3.510000000000000000e+02,2.705710590508689393e+02
3.520000000000000000e+02,2.701647100552205529e+02
3.530000000000000000e+02,2.697608391351882915e+02
3.540000000000000000e+02,2.693706738599275354e+02
3.550000000000000000e+02,2.689700352873832117e+02
3.560000000000000000e+02,2.685719522129492134e+02
3.570000000000000000e+02,2.681821129820598912e+02
3.580000000000000000e+02,2.677875126927951897e+02
3.590000000000000000e+02,2.679216771912692252e+02
3.600000000000000000e+02,2.680008513052909507e+02
3.610000000000000000e+02,2.676637776738866137e+02
3.620000000000000000e+02,2.673249848845441647e+02
3.630000000000000000e+02,2.669536812991806300e+02
3.640000000000000000e+02,2.665916278224721054e+02
3.650000000000000000e+02,2.662101395758648437e+02
3.660000000000000000e+02,2.658234095940545103e+02
3.670000000000000000e+02,2.654473655737794502e+02
3.680000000000000000e+02,2.650704922742411327e+02
3.690000000000000000e+02,2.647293547337710606e+02
3.700000000000000000e+02,2.643919652336229547e+02
3.710000000000000000e+02,2.640186859569367357e+02
3.720000000000000000e+02,2.636347688575773418e+02
3.730000000000000000e+02,2.633635344809454750e+02
3.740000000000000000e+02,2.630120343961152685e+02
3.750000000000000000e+02,2.626690830581585487e+02
3.760000000000000000e+02,2.623337296755449302e+02
3.770000000000000000e+02,2.619856227392910455e+02
3.780000000000000000e+02,2.616666423524824836e+02
3.790000000000000000e+02,2.613726695536088869e+02
3.800000000000000000e+02,2.610653063222752621e+02
3.810000000000000000e+02,2.607153898101518052e+02
3.820000000000000000e+02,2.603665306636974606e+02
3.830000000000000000e+02,2.600273622723338462e+02
3.840000000000000000e+02,2.597096265621526641e+02
3.850000000000000000e+02,2.594069038847066508e+02
3.860000000000000000e+02,2.590909756632261178e+02
3.870000000000000000e+02,2.587724207270364332e+02
3.880000000000000000e+02,2.584514648173706064e+02
3.890000000000000000e+02,2.581481292209900289e+02
3.900000000000000000e+02,2.578398117230963749e+02
3.910000000000000000e+02,2.575561627891900685e+02
3.920000000000000000e+02,2.572686528093821039e+02
3.930000000000000000e+02,2.569570896368183526e+02
3.940000000000000000e+02,2.566317026973339921e+02
3.950000000000000000e+02,2.562902898833820586e+02
3.960000000000000000e+02,2.559439256137962957e+02
3.970000000000000000e+02,2.556081039335047649e+02
3.980000000000000000e+02,2.553088259295399212e+02
3.990000000000000000e+02,2.549878228544332899e+02
4.000000000000000000e+02,2.546423688545661435e+02
4.010000000000000000e+02,2.542869136525584679e+02
4.020000000000000000e+02,2.538763118987065468e+02
4.030000000000000000e+02,2.534578820609581555e+02
4.040000000000000000e+02,2.530146517354803564e+02
4.050000000000000000e+02,2.526192618296047101e+02
4.060000000000000000e+02,2.521491170078149082e+02
4.070000000000000000e+02,2.517766508440958546e+02
4.080000000000000000e+02,2.513826597844846447e+02
4.090000000000000000e+02,2.508597630677437849e+02
4.100000000000000000e+02,2.503731789098491163e+02
4.110000000000000000e+02,2.498007600259778371e+02
4.120000000000000000e+02,2.492111113136969607e+02
4.130000000000000000e+02,2.485561471099274229e+02
4.140000000000000000e+02,2.479021870540492500e+02
4.150000000000000000e+02,2.472309873961656308e+02
4.160000000000000000e+02,2.464991560633744427e+02
4.170000000000000000e+02,2.457683465745444948e+02
4.180000000000000000e+02,2.450263199600009045e+02
4.190000000000000000e+02,2.442179999691478542e+02
4.200000000000000000e+02,2.434361782681355635e+02
4.210000000000000000e+02,2.426660119513639415e+02
4.220000000000000000e+02,2.418681016073267926e+02
4.230000000000000000e+02,2.411172779476181915e+02
4.240000000000000000e+02,2.403657243821515408e+02
4.250000000000000000e+02,2.395101072667840185e+02
4.260000000000000000e+02,2.387914174359798380e+02
4.270000000000000000e+02,2.379947676123733231e+02
4.280000000000000000e+02,2.371732776796815187e+02
4.290000000000000000e+02,2.363997641897592530e+02
4.300000000000000000e+02,2.356202242506011828e+02
4.310000000000000000e+02,2.349602693742087922e+02
4.320000000000000000e+02,2.343167528108908186e+02
4.330000000000000000e+02,2.337063488805189024e+02
4.340000000000000000e+02,2.330683467270629592e+02
4.350000000000000000e+02,2.323924855686854301e+02
4.360000000000000000e+02,2.317219225761993471e+02
4.370000000000000000e+02,2.310859325210866189e+02
4.380000000000000000e+02,2.305008550146699520e+02
4.390000000000000000e+02,2.298650789116764486e+02
4.400000000000000000e+02,2.292361695352101378e+02
4.410000000000000000e+02,2.285983996314180331e+02
4.420000000000000000e+02,2.278823693645421997e+02
4.430000000000000000e+02,2.272107852382997635e+02
4.440000000000000000e+02,2.265386292568192346e+02
4.450000000000000000e+02,2.259800237014898983e+02
4.460000000000000000e+02,2.253169477531192229e+02
4.470000000000000000e+02,2.246085350645720098e+02
4.480000000000000000e+02,2.238949189849536197e+02
4.490000000000000000e+02,2.232354263304327162e+02
4.500000000000000000e+02,2.224816546744012840e+02
4.510000000000000000e+02,2.217222597801697077e+02
4.520000000000000000e+02,2.209586267035601566e+02
4.530000000000000000e+02,2.199810865030180764e+02
4.540000000000000000e+02,2.193277575593261020e+02
4.550000000000000000e+02,2.186509285471537964e+02
4.560000000000000000e+02,2.179669679725114406e+02
4.570000000000000000e+02,2.172291678688312402e+02
4.580000000000000000e+02,2.164644320335469843e+02
4.590000000000000000e+02,2.154997882902356139e+02
4.600000000000000000e+02,2.145362940669583054e+02
4.610000000000000000e+02,2.137426094365708025e+02
4.620000000000000000e+02,2.123899144319917411e+02
4.630000000000000000e+02,2.117153796779621473e+02
4.640000000000000000e+02,2.110424224869351804e+02
4.650000000000000000e+02,2.104330440367281483e+02
4.660000000000000000e+02,2.097284502579795173e+02
4.670000000000000000e+02,2.091263787510499412e+02
4.680000000000000000e+02,2.085544541025888350e+02
4.690000000000000000e+02,2.079349478097214501e+02
4.700000000000000000e+02,2.073522311125388740e+02
4.710000000000000000e+02,2.068482895358663995e+02
4.720000000000000000e+02,2.063356500554280046e+02
4.730000000000000000e+02,2.056293847471676202e+02
4.740000000000000000e+02,2.048970656898468974e+02
4.750000000000000000e+02,2.043029512553552252e+02
4.760000000000000000e+02,2.037120804103955720e+02
4.770000000000000000e+02,2.031214100790102748e+02
4.780000000000000000e+02,2.025159223084165490e+02
4.790000000000000000e+02,2.019219262581239036e+02
4.800000000000000000e+02,2.013304330188732365e+02
4.810000000000000000e+02,2.007585675187152674e+02
4.820000000000000000e+02,2.001664820107593812e+02
4.830000000000000000e+02,1.995900259888115897e+02
4.840000000000000000e+02,1.990077419319604815e+02
4.850000000000000000e+02,1.984222432267890781e+02
4.860000000000000000e+02,1.978599939782037893e+02
4.870000000000000000e+02,1.972914307161639158e+02
4.880000000000000000e+02,1.967231299389760864e+02
4.890000000000000000e+02,1.961048664098862275e+02
4.900000000000000000e+02,1.955332826856270572e+02
4.910000000000000000e+02,1.949841173209811984e+02
4.920000000000000000e+02,1.944357530274361636e+02
4.930000000000000000e+02,1.938572682034340176e+02
4.940000000000000000e+02,1.933507406097801322e+02
4.950000000000000000e+02,1.928064386062695803e+02
4.960000000000000000e+02,1.922579224968320943e+02
4.970000000000000000e+02,1.917632006522562449e+02
4.980000000000000000e+02,1.911792677202845425e+02
4.990000000000000000e+02,1.905966866449151667e+02
5.000000000000000000e+02,1.900189202843480132e+02
5.010000000000000000e+02,1.894212132850782382e+02
5.020000000000000000e+02,1.888247418704139022e+02
5.030000000000000000e+02,1.886023322748339694e+02
5.040000000000000000e+02,1.883834196020400498e+02
5.050000000000000000e+02,1.878675773395452779e+02
5.060000000000000000e+02,1.873681934167431109e+02
5.070000000000000000e+02,1.867526405693001266e+02
5.080000000000000000e+02,1.861470254304384468e+02
5.090000000000000000e+02,1.858004073379434828e+02
5.100000000000000000e+02,1.854271543032572822e+02
5.110000000000000000e+02,1.849496678955336790e+02
5.120000000000000000e+02,1.844774498074057192e+02
5.130000000000000000e+02,1.841495367474526006e+02
5.140000000000000000e+02,1.841647704287103409e+02
5.150000000000000000e+02,1.837920439698719974e+02
5.160000000000000000e+02,1.834316879697363163e+02
5.170000000000000000e+02,1.828289293542265170e+02
5.180000000000000000e+02,1.823889711384522343e+02
5.190000000000000000e+02,1.816620474563123082e+02
5.200000000000000000e+02,1.809478003767592327e+02
5.210000000000000000e+02,1.801457140672812898e+02
5.220000000000000000e+02,1.796160902568911695e+02
5.230000000000000000e+02,1.791881941120376212e+02
5.240000000000000000e+02,1.787685082731858586e+02
5.250000000000000000e+02,1.783265188214217858e+02
5.260000000000000000e+02,1.779941651765016672e+02
5.270000000000000000e+02,1.772881982835126564e+02
5.280000000000000000e+02,1.765954959329916676e+02
5.290000000000000000e+02,1.761258256804395330e+02
5.300000000000000000e+02,1.756408434486784813e+02
5.310000000000000000e+02,1.750574162758446164e+02
5.320000000000000000e+02,1.744900834407505101e+02
5.330000000000000000e+02,1.743436011026757342e+02
5.340000000000000000e+02,1.740557987504252537e+02
5.350000000000000000e+02,1.730652709598401202e+02
5.360000000000000000e+02,1.720894603799582683e+02
5.370000000000000000e+02,1.710563753502565021e+02
5.380000000000000000e+02,1.707242710949171283e+02
5.390000000000000000e+02,1.697977928496751190e+02
5.400000000000000000e+02,1.688795773629844632e+02
5.410000000000000000e+02,1.684068699870910848e+02
5.420000000000000000e+02,1.683182369128754488e+02
5.430000000000000000e+02,1.677479479804538016e+02
5.440000000000000000e+02,1.671888526381129907e+02
5.450000000000000000e+02,1.674848753521163189e+02
5.460000000000000000e+02,1.681640487447868111e+02
5.470000000000000000e+02,1.687393644498503136e+02
5.480000000000000000e+02,1.693208834477774190e+02
5.490000000000000000e+02,1.684419476364595880e+02
5.500000000000000000e+02,1.681031928827669049e+02
5.510000000000000000e+02,1.671322957751078206e+02
5.520000000000000000e+02,1.661594597658184966e+02
5.530000000000000000e+02,1.652097253579083542e+02
5.540000000000000000e+02,1.658768709354348232e+02
5.550000000000000000e+02,1.661249465042762949e+02
5.560000000000000000e+02,1.663752860213314477e+02
5.570000000000000000e+02,1.668283670098055040e+02
5.580000000000000000e+02,1.667326921560591586e+02
5.590000000000000000e+02,1.668576356938015124e+02
5.600000000000000000e+02,1.669806777231196122e+02
5.610000000000000000e+02,1.668665367647066375e+02
5.620000000000000000e+02,1.666922334836034736e+02
5.630000000000000000e+02,1.663836909611653141e+02
5.640000000000000000e+02,1.660687986651729773e+02
5.650000000000000000e+02,1.659256697709845412e+02
5.660000000000000000e+02,1.657748339291221384e+02
5.670000000000000000e+02,1.654359044648250006e+02
5.680000000000000000e+02,1.650835423256351362e+02
5.690000000000000000e+02,1.647927173976714812e+02
5.700000000000000000e+02,1.646393562182292953e+02
5.710000000000000000e+02,1.641266316358043298e+02
5.720000000000000000e+02,1.636007747342203800e+02
5.730000000000000000e+02,1.630045650358737248e+02
5.740000000000000000e+02,1.619564075236952192e+02
5.750000000000000000e+02,1.615061206914941181e+02
5.760000000000000000e+02,1.610246736355742314e+02
5.770000000000000000e+02,1.605786632449756723e+02
5.780000000000000000e+02,1.602362521417797154e+02
5.790000000000000000e+02,1.600662738453088991e+02
5.800000000000000000e+02,1.598642384160604877e+02
5.810000000000000000e+02,1.594078285963245207e+02
