frame,error_m
1.113000000000000000e+03,5.000254942803189806e+01
1.114000000000000000e+03,5.031764436898018999e+01
1.115000000000000000e+03,5.061903044414772523e+01
1.116000000000000000e+03,5.092586878337410639e+01
1.117000000000000000e+03,5.121621508852439320e+01
1.118000000000000000e+03,5.148786745233901740e+01
1.119000000000000000e+03,5.173184463644889064e+01
1.120000000000000000e+03,5.196912683452152493e+01
1.121000000000000000e+03,5.230507170959595697e+01
1.122000000000000000e+03,5.254140012380763380e+01
1.123000000000000000e+03,5.261206445931084374e+01
1.124000000000000000e+03,5.266314266107833220e+01
1.125000000000000000e+03,5.273754939875442460e+01
1.126000000000000000e+03,5.360795821534377836e+01
1.127000000000000000e+03,5.358485366949560103e+01
1.128000000000000000e+03,5.355161929443990232e+01
1.129000000000000000e+03,5.328827900603237566e+01
1.130000000000000000e+03,5.329758348812341495e+01
1.131000000000000000e+03,5.354236527682778046e+01
1.132000000000000000e+03,5.376926568445814780e+01
1.133000000000000000e+03,5.368938017813264452e+01
1.134000000000000000e+03,5.351797914492625097e+01
1.135000000000000000e+03,5.340578654912864920e+01
1.136000000000000000e+03,5.329177098378018940e+01
1.137000000000000000e+03,5.316821618394509841e+01
1.138000000000000000e+03,5.299510638580819233e+01
1.139000000000000000e+03,5.278143603673112239e+01
1.140000000000000000e+03,5.255182820569901025e+01
1.141000000000000000e+03,5.233259477896224610e+01
1.142000000000000000e+03,5.215607140010537535e+01
1.143000000000000000e+03,5.193606528371672226e+01
1.144000000000000000e+03,5.171290142591379890e+01
1.145000000000000000e+03,5.150268948086146281e+01
1.146000000000000000e+03,5.129868709471190158e+01
1.147000000000000000e+03,5.113168847595452604e+01
1.148000000000000000e+03,5.096223750415882137e+01
1.149000000000000000e+03,5.078686678142195632e+01
1.150000000000000000e+03,5.059175130516963748e+01
1.151000000000000000e+03,5.040913640861484879e+01
1.152000000000000000e+03,5.023017222017629990e+01
1.153000000000000000e+03,5.008527067965035684e+01
1.154000000000000000e+03,4.995517667231342074e+01
1.155000000000000000e+03,4.978976793832334380e+01
1.156000000000000000e+03,4.963132986256512424e+01
1.157000000000000000e+03,4.945556742418710883e+01
1.158000000000000000e+03,4.928992077108647152e+01
1.159000000000000000e+03,4.914382990221836423e+01
1.160000000000000000e+03,4.899599533725210421e+01
1.161000000000000000e+03,4.886624491245377300e+01
1.162000000000000000e+03,4.875800222320623334e+01
1.163000000000000000e+03,4.866805559187340435e+01
1.164000000000000000e+03,4.857071125870267991e+01
1.165000000000000000e+03,4.850856375605045656e+01
1.166000000000000000e+03,4.840125233008586747e+01
1.167000000000000000e+03,4.833466051278267628e+01
1.168000000000000000e+03,4.827347592169223844e+01
1.169000000000000000e+03,4.817026360091615089e+01
1.170000000000000000e+03,4.806773674534028373e+01
1.171000000000000000e+03,4.794750743054969178e+01
1.172000000000000000e+03,4.782173947613377862e+01
1.173000000000000000e+03,4.772410043623440146e+01
1.174000000000000000e+03,4.763086837072577850e+01
1.175000000000000000e+03,4.751132909834819174e+01
1.176000000000000000e+03,4.738956351866875139e+01
1.177000000000000000e+03,4.725115083943488514e+01
1.178000000000000000e+03,4.714944844384788070e+01
1.179000000000000000e+03,4.703981819062908443e+01
1.180000000000000000e+03,4.692917987097303012e+01
1.181000000000000000e+03,4.683573271732123544e+01
1.182000000000000000e+03,4.673826735550064626e+01
1.183000000000000000e+03,4.665604897517459904e+01
1.184000000000000000e+03,4.656337588204146272e+01
1.185000000000000000e+03,4.652224943643749810e+01
1.186000000000000000e+03,4.640529627075493124e+01
1.187000000000000000e+03,4.630914215121579502e+01
1.188000000000000000e+03,4.620622714796256503e+01
1.189000000000000000e+03,4.607434393616164670e+01
1.190000000000000000e+03,4.597248427919752345e+01
1.191000000000000000e+03,4.588910688194516752e+01
1.192000000000000000e+03,4.579376506068516051e+01
1.193000000000000000e+03,4.559385034668541437e+01
1.194000000000000000e+03,4.534745363709834720e+01
1.195000000000000000e+03,4.518007924106979090e+01
1.196000000000000000e+03,4.499243948511367819e+01
1.197000000000000000e+03,4.560677880282026564e+01
1.198000000000000000e+03,4.522769938430386105e+01
1.199000000000000000e+03,4.495589457576616610e+01
1.200000000000000000e+03,4.467370633198888896e+01
1.201000000000000000e+03,4.453842188684563297e+01
1.202000000000000000e+03,4.493321644379923896e+01
1.203000000000000000e+03,4.467475731696093533e+01
1.204000000000000000e+03,4.441776255290517383e+01
1.205000000000000000e+03,4.414749378571107741e+01
1.206000000000000000e+03,4.383839802231675264e+01
1.207000000000000000e+03,4.358487944813268911e+01
1.208000000000000000e+03,4.333276458905228878e+01
1.209000000000000000e+03,4.309465819886086280e+01
1.210000000000000000e+03,4.281369117703496130e+01
1.211000000000000000e+03,4.256652629809353527e+01
1.212000000000000000e+03,4.232830624261266905e+01
1.213000000000000000e+03,4.206152759936347962e+01
1.214000000000000000e+03,4.179106173984790473e+01
1.215000000000000000e+03,4.154285365586390100e+01
1.216000000000000000e+03,4.130566896758659112e+01
1.217000000000000000e+03,4.093675436159183789e+01
1.218000000000000000e+03,4.076261347597307605e+01
1.219000000000000000e+03,4.063021473851463128e+01
1.220000000000000000e+03,4.048150270397593431e+01
1.221000000000000000e+03,4.011958825034278675e+01
1.222000000000000000e+03,3.991188920123443040e+01
1.223000000000000000e+03,3.961806130658582248e+01
1.224000000000000000e+03,3.930959330211170766e+01
1.225000000000000000e+03,3.899624232980472982e+01
1.226000000000000000e+03,3.867762402481186257e+01
1.227000000000000000e+03,3.831816346081617297e+01
1.228000000000000000e+03,3.796933588611145893e+01
1.229000000000000000e+03,3.750391115710209533e+01
1.230000000000000000e+03,3.755103937688599558e+01
1.231000000000000000e+03,3.715297039843932936e+01
1.232000000000000000e+03,3.672698278177928444e+01
1.233000000000000000e+03,3.627413515396170141e+01
1.234000000000000000e+03,3.582720174250200529e+01
1.235000000000000000e+03,3.547996992677494177e+01
1.236000000000000000e+03,3.515805664404512498e+01
1.237000000000000000e+03,3.482586085606173043e+01
1.238000000000000000e+03,3.437925991010944671e+01
1.239000000000000000e+03,3.393042165172013824e+01
1.240000000000000000e+03,3.346786006931932178e+01
1.241000000000000000e+03,3.303100047929567040e+01
1.242000000000000000e+03,3.264026853041764298e+01
1.243000000000000000e+03,3.222980666610543210e+01
1.244000000000000000e+03,3.183966504695623456e+01
1.245000000000000000e+03,3.152817956171094593e+01
1.246000000000000000e+03,3.113388469532083747e+01
1.247000000000000000e+03,3.074639091003423985e+01
1.248000000000000000e+03,3.036984402776973013e+01
1.249000000000000000e+03,3.002015772341719568e+01
1.250000000000000000e+03,2.964009639153263009e+01
1.251000000000000000e+03,2.924759563295352649e+01
1.252000000000000000e+03,2.887138576663781109e+01
1.253000000000000000e+03,2.852837393279506273e+01
1.254000000000000000e+03,2.814278565436481117e+01
1.255000000000000000e+03,2.773188499463661927e+01
1.256000000000000000e+03,2.732006527792782435e+01
1.257000000000000000e+03,2.696090069681855894e+01
1.258000000000000000e+03,2.659497475917238418e+01
1.259000000000000000e+03,2.620759431559867281e+01
1.260000000000000000e+03,2.581058971738309893e+01
1.261000000000000000e+03,2.538858489412881880e+01
1.262000000000000000e+03,2.498390756895230069e+01
1.263000000000000000e+03,2.457876219452559852e+01
1.264000000000000000e+03,2.420237430534039902e+01
1.265000000000000000e+03,2.377855970637552119e+01
1.266000000000000000e+03,2.333424468717513989e+01
1.267000000000000000e+03,2.289628844050054468e+01
1.268000000000000000e+03,2.244689890097169638e+01
1.269000000000000000e+03,2.203843287911802662e+01
1.270000000000000000e+03,2.170088857656178760e+01
1.271000000000000000e+03,2.132512074093590471e+01
1.272000000000000000e+03,2.099458169362024051e+01
1.273000000000000000e+03,2.065611701584498405e+01
1.274000000000000000e+03,2.032543650450278250e+01
1.275000000000000000e+03,2.004070915092581728e+01
1.276000000000000000e+03,1.977372234817019958e+01
1.277000000000000000e+03,1.957654973808939758e+01
1.278000000000000000e+03,1.936481626790340016e+01
1.279000000000000000e+03,1.919021431239387354e+01
1.280000000000000000e+03,1.905615051337666799e+01
1.281000000000000000e+03,1.894429046220890100e+01
1.282000000000000000e+03,1.884966477563385112e+01
1.283000000000000000e+03,1.878838923591746735e+01
1.284000000000000000e+03,1.874738667143916970e+01
1.285000000000000000e+03,1.871490733692299813e+01
1.286000000000000000e+03,1.868159311228624020e+01
1.287000000000000000e+03,1.866283928322657104e+01
1.288000000000000000e+03,1.865760510441585751e+01
1.289000000000000000e+03,1.865289409843719426e+01
1.290000000000000000e+03,1.862630996857164689e+01
1.291000000000000000e+03,1.862528720956871098e+01
1.292000000000000000e+03,1.861500315632616065e+01
1.293000000000000000e+03,1.863145781002985046e+01
1.294000000000000000e+03,1.866467791600451775e+01
1.295000000000000000e+03,1.866947956200410985e+01
1.296000000000000000e+03,1.867514926602803982e+01
1.297000000000000000e+03,1.868991343637945945e+01
1.298000000000000000e+03,1.867214847108349929e+01
1.299000000000000000e+03,1.867384906336017281e+01
1.300000000000000000e+03,1.869795406399395077e+01
1.301000000000000000e+03,1.870892903172775235e+01
1.302000000000000000e+03,1.871482122611076448e+01
1.303000000000000000e+03,1.873185315424835906e+01
1.304000000000000000e+03,1.876506834082811892e+01
1.305000000000000000e+03,1.880136821135492653e+01
1.306000000000000000e+03,1.883163928302845846e+01
1.307000000000000000e+03,1.886080258876474147e+01
1.308000000000000000e+03,1.888551940201414325e+01
1.309000000000000000e+03,1.890683189164534639e+01
1.310000000000000000e+03,1.891258358901329473e+01
1.311000000000000000e+03,1.892517640348638608e+01
1.312000000000000000e+03,1.893549827191228374e+01
1.313000000000000000e+03,1.894515217923321160e+01
1.314000000000000000e+03,1.894639242937035917e+01
1.315000000000000000e+03,1.898870512148751644e+01
1.316000000000000000e+03,1.902731849583643253e+01
1.317000000000000000e+03,1.900747553195232342e+01
1.318000000000000000e+03,1.897210286923627365e+01
1.319000000000000000e+03,1.893706902189994068e+01
1.320000000000000000e+03,1.888046849753960288e+01
1.321000000000000000e+03,1.886150468039993910e+01
1.322000000000000000e+03,1.884593571784655097e+01
1.323000000000000000e+03,1.883089687719250449e+01
1.324000000000000000e+03,1.880089272016387625e+01
1.325000000000000000e+03,1.876194453687700658e+01
1.326000000000000000e+03,1.874151554659963637e+01
1.327000000000000000e+03,1.872192378726552775e+01
1.328000000000000000e+03,1.870829490240224402e+01
1.329000000000000000e+03,1.872761976506022563e+01
1.330000000000000000e+03,1.872843717122777107e+01
1.331000000000000000e+03,1.873005457798434747e+01
1.332000000000000000e+03,1.874455628545940655e+01
1.333000000000000000e+03,1.877313504779559850e+01
1.334000000000000000e+03,1.878260092826857175e+01
1.335000000000000000e+03,1.881026177922503706e+01
1.336000000000000000e+03,1.885174766216876918e+01
1.337000000000000000e+03,1.886107138070168787e+01
1.338000000000000000e+03,1.890139555162462770e+01
1.339000000000000000e+03,1.895717503044147989e+01
1.340000000000000000e+03,1.902049153826802907e+01
1.341000000000000000e+03,1.906776641457611632e+01
1.342000000000000000e+03,1.911729411651944943e+01
1.343000000000000000e+03,1.920333066032331715e+01
1.344000000000000000e+03,1.929239457638870547e+01
1.345000000000000000e+03,1.940677685371473515e+01
1.346000000000000000e+03,1.953330745419987835e+01
1.347000000000000000e+03,1.967347881956098732e+01
1.348000000000000000e+03,1.982879125642294582e+01
1.349000000000000000e+03,1.998563344228969285e+01
1.350000000000000000e+03,2.013324581427488624e+01
1.351000000000000000e+03,2.029461221843866525e+01
1.352000000000000000e+03,2.047926264471838920e+01
1.353000000000000000e+03,2.068580815227659286e+01
1.354000000000000000e+03,2.090753479693928085e+01
1.355000000000000000e+03,2.111865837595474815e+01
1.356000000000000000e+03,2.133280793689561605e+01
1.357000000000000000e+03,2.155211995496836508e+01
1.358000000000000000e+03,2.177195810549605071e+01
1.359000000000000000e+03,2.196232883993396356e+01
1.360000000000000000e+03,2.216666665808003955e+01
1.361000000000000000e+03,2.243785275286247938e+01
1.362000000000000000e+03,2.272063609311410204e+01
1.363000000000000000e+03,2.301491416680249458e+01
1.364000000000000000e+03,2.332298297820003441e+01
1.365000000000000000e+03,2.364192478685185606e+01
1.366000000000000000e+03,2.396109694008456970e+01
1.367000000000000000e+03,2.432809396144605429e+01
1.368000000000000000e+03,2.471656238450660581e+01
1.369000000000000000e+03,2.511704728600603076e+01
1.370000000000000000e+03,2.553728714655037990e+01
1.371000000000000000e+03,2.600584130049272602e+01
1.372000000000000000e+03,2.649368923180725943e+01
1.373000000000000000e+03,2.697656953696361626e+01
1.374000000000000000e+03,2.748780397082554927e+01
1.375000000000000000e+03,2.796993073168857080e+01
1.376000000000000000e+03,2.847204774780715297e+01
1.377000000000000000e+03,2.900447529729406781e+01
1.378000000000000000e+03,2.956175714628527373e+01
1.379000000000000000e+03,2.905024309132575056e+01
1.380000000000000000e+03,2.867565253364435307e+01
1.381000000000000000e+03,2.881503227730950201e+01
1.382000000000000000e+03,2.949869992134066976e+01
1.383000000000000000e+03,3.015418695841498220e+01
1.384000000000000000e+03,3.083140202375890127e+01
1.385000000000000000e+03,3.155327014611404834e+01
1.386000000000000000e+03,3.213572152892253087e+01
1.387000000000000000e+03,3.271241199174511394e+01
1.388000000000000000e+03,3.332476761889844141e+01
1.389000000000000000e+03,3.409557021881311556e+01
1.390000000000000000e+03,3.467836752945997603e+01
1.391000000000000000e+03,3.534201020005732374e+01
1.392000000000000000e+03,3.600776645807839316e+01
1.393000000000000000e+03,3.617645464208055017e+01
1.394000000000000000e+03,3.621321446539137412e+01
1.395000000000000000e+03,3.632911612663153988e+01
1.396000000000000000e+03,3.651866617912383361e+01
1.397000000000000000e+03,3.711866578072062595e+01
1.398000000000000000e+03,3.775515108752128413e+01
1.399000000000000000e+03,3.851031024033893146e+01
1.400000000000000000e+03,3.924141693386099661e+01
1.401000000000000000e+03,3.962893362106046879e+01
1.402000000000000000e+03,3.928050146374489771e+01
1.403000000000000000e+03,3.977443223269136041e+01
1.404000000000000000e+03,4.025220112702176323e+01
1.405000000000000000e+03,4.078177299610512563e+01
1.406000000000000000e+03,4.156275963495027526e+01
1.407000000000000000e+03,4.227428853889211524e+01
1.408000000000000000e+03,4.296553995688415739e+01
1.409000000000000000e+03,4.315597102033476773e+01
1.410000000000000000e+03,4.324975873510519619e+01
1.411000000000000000e+03,4.331111148764035335e+01
1.412000000000000000e+03,4.334144474710715400e+01
1.413000000000000000e+03,4.335200501596792577e+01
1.414000000000000000e+03,4.313735702261777050e+01
1.415000000000000000e+03,4.326775379578098324e+01
1.416000000000000000e+03,4.337023740614167622e+01
1.417000000000000000e+03,4.314654793445819081e+01
1.418000000000000000e+03,4.214024445927893936e+01
1.419000000000000000e+03,4.185875779465806801e+01
1.420000000000000000e+03,4.155684653188151145e+01
1.421000000000000000e+03,4.142029033323126441e+01
1.422000000000000000e+03,4.123126304852943491e+01
1.423000000000000000e+03,4.099737237373728505e+01
1.424000000000000000e+03,4.075578200435217013e+01
1.425000000000000000e+03,4.056259705522007408e+01
1.426000000000000000e+03,4.040062204051245942e+01
1.427000000000000000e+03,4.019689458884377586e+01
1.428000000000000000e+03,3.999601230107478500e+01
1.429000000000000000e+03,3.988820821552286588e+01
1.430000000000000000e+03,3.977142668085178201e+01
1.431000000000000000e+03,3.963782425236841078e+01
1.432000000000000000e+03,3.950654714988982619e+01
1.433000000000000000e+03,3.924572664908851038e+01
1.434000000000000000e+03,3.884301501543671264e+01
1.435000000000000000e+03,3.875331712342627810e+01
1.436000000000000000e+03,3.866654123391550257e+01
1.437000000000000000e+03,3.851546869828999320e+01
1.438000000000000000e+03,3.837656857911102293e+01
1.439000000000000000e+03,3.825413656679246088e+01
1.440000000000000000e+03,3.813246227596790305e+01
1.441000000000000000e+03,3.801089282712684536e+01
1.442000000000000000e+03,3.782044843998468764e+01
1.443000000000000000e+03,3.760777544462270328e+01
1.444000000000000000e+03,3.739293569384518889e+01
1.445000000000000000e+03,3.715630069279333014e+01
1.446000000000000000e+03,3.694247619289713214e+01
1.447000000000000000e+03,3.596975396319589180e+01
1.448000000000000000e+03,3.503399035199809930e+01
1.449000000000000000e+03,3.500210392086766120e+01
1.450000000000000000e+03,3.509008821125481603e+01
1.451000000000000000e+03,3.516540640340546986e+01
1.452000000000000000e+03,3.523125282156711080e+01
1.453000000000000000e+03,3.536890800420470526e+01
1.454000000000000000e+03,3.540782235217343299e+01
1.455000000000000000e+03,3.542458501043191887e+01
1.456000000000000000e+03,3.543980421136024006e+01
1.457000000000000000e+03,3.544313654438079908e+01
1.458000000000000000e+03,3.540739472423960166e+01
1.459000000000000000e+03,3.541604474865784624e+01
1.460000000000000000e+03,3.542088689023554338e+01
1.461000000000000000e+03,3.542012919862829534e+01
1.462000000000000000e+03,3.536198939093020499e+01
1.463000000000000000e+03,3.533111674139962588e+01
1.464000000000000000e+03,3.530122347002228622e+01
1.465000000000000000e+03,3.526178050748132620e+01
1.466000000000000000e+03,3.517772386342019786e+01
1.467000000000000000e+03,3.526316798162586963e+01
1.468000000000000000e+03,3.535517770100652513e+01
1.469000000000000000e+03,3.549131032407491659e+01
1.470000000000000000e+03,3.551452571751739384e+01
1.471000000000000000e+03,3.544148386681661833e+01
1.472000000000000000e+03,3.537159652468099580e+01
1.473000000000000000e+03,3.537411150107919156e+01
1.474000000000000000e+03,3.535510192838021482e+01
1.475000000000000000e+03,3.539557799976222441e+01
1.476000000000000000e+03,3.542977059408514151e+01
1.477000000000000000e+03,3.545235428936886990e+01
1.478000000000000000e+03,3.543857753851449388e+01
1.479000000000000000e+03,3.503371249131642173e+01
1.480000000000000000e+03,3.466295570511723412e+01
1.481000000000000000e+03,3.484883696813261622e+01
1.482000000000000000e+03,3.498696799280961045e+01
1.483000000000000000e+03,3.514208984100936561e+01
1.484000000000000000e+03,3.530205121743496477e+01
1.485000000000000000e+03,3.547022023661258316e+01
1.486000000000000000e+03,3.561657249365739375e+01
1.487000000000000000e+03,3.572879817434994720e+01
1.488000000000000000e+03,3.584502464073329264e+01
1.489000000000000000e+03,3.597243689501701880e+01
1.490000000000000000e+03,3.612540496279500957e+01
1.491000000000000000e+03,3.624502119979211301e+01
1.492000000000000000e+03,3.637060818497715786e+01
1.493000000000000000e+03,3.658318519530420332e+01
1.494000000000000000e+03,3.681032318763649158e+01
1.495000000000000000e+03,3.696277200280859176e+01
1.496000000000000000e+03,3.712508386631816393e+01
1.497000000000000000e+03,3.735021324566313439e+01
1.498000000000000000e+03,3.753641640581842864e+01
1.499000000000000000e+03,3.777584856851976980e+01
1.500000000000000000e+03,3.801359040360770081e+01
1.501000000000000000e+03,3.818463950809444896e+01
1.502000000000000000e+03,3.838477427148150412e+01
1.503000000000000000e+03,3.858129966385646981e+01
1.504000000000000000e+03,3.878085782441757345e+01
1.505000000000000000e+03,3.903008674925455779e+01
1.506000000000000000e+03,3.926466416585994068e+01
1.507000000000000000e+03,3.946268951201831499e+01
1.508000000000000000e+03,3.965908107010583450e+01
1.509000000000000000e+03,3.987971938731063659e+01
1.510000000000000000e+03,4.004506096353276234e+01
1.511000000000000000e+03,4.024213426548767103e+01
1.512000000000000000e+03,4.043511431608622075e+01
1.513000000000000000e+03,4.061221550546319037e+01
1.514000000000000000e+03,4.085093312859163461e+01
1.515000000000000000e+03,4.104840140445429597e+01
1.516000000000000000e+03,4.124175392081700409e+01
1.517000000000000000e+03,4.142609780394238328e+01
1.518000000000000000e+03,4.158751652520788866e+01
1.519000000000000000e+03,4.172629074795583648e+01
1.520000000000000000e+03,4.186468627385050922e+01
1.521000000000000000e+03,4.203986377197330881e+01
1.522000000000000000e+03,4.219138216184962431e+01
1.523000000000000000e+03,4.230049617407929219e+01
1.524000000000000000e+03,4.240279199661771514e+01
1.525000000000000000e+03,4.252499519936710470e+01
1.526000000000000000e+03,4.266137280309787627e+01
1.527000000000000000e+03,4.274817201574941805e+01
1.528000000000000000e+03,4.282629815156020214e+01
1.529000000000000000e+03,4.290912601426754946e+01
1.530000000000000000e+03,4.297151677179963514e+01
1.531000000000000000e+03,4.304797256343687195e+01
1.532000000000000000e+03,4.310729983000949517e+01
1.533000000000000000e+03,4.313576360667260445e+01
1.534000000000000000e+03,4.313392571695820266e+01
1.535000000000000000e+03,4.312755416464800362e+01
1.536000000000000000e+03,4.310965620077067229e+01
1.537000000000000000e+03,4.310987219302287343e+01
1.538000000000000000e+03,4.313485137533985636e+01
1.539000000000000000e+03,4.312094982885144390e+01
1.540000000000000000e+03,4.310065532626533980e+01
1.541000000000000000e+03,4.304753243092947912e+01
1.542000000000000000e+03,4.305581237621948532e+01
1.543000000000000000e+03,4.296635619401745743e+01
1.544000000000000000e+03,4.287849412545084249e+01
1.545000000000000000e+03,4.290367072023774853e+01
1.546000000000000000e+03,4.282725901886549735e+01
1.547000000000000000e+03,4.281006640121278650e+01
1.548000000000000000e+03,4.281328093734694562e+01
1.549000000000000000e+03,4.278050336578193935e+01
1.550000000000000000e+03,4.284981364199548892e+01
1.551000000000000000e+03,4.304413060016328529e+01
1.552000000000000000e+03,4.325265999444170717e+01
1.553000000000000000e+03,4.388431487468677972e+01
1.554000000000000000e+03,4.397692544367414769e+01
1.555000000000000000e+03,4.417338108910897176e+01
1.556000000000000000e+03,4.438899453729287359e+01
1.557000000000000000e+03,4.457691572257396473e+01
1.558000000000000000e+03,4.483780256533656683e+01
1.559000000000000000e+03,4.509937335356147514e+01
1.560000000000000000e+03,4.538455623357497615e+01
1.561000000000000000e+03,4.567095939959790485e+01
1.562000000000000000e+03,4.556238724450899014e+01
1.563000000000000000e+03,4.589379200218035493e+01
1.564000000000000000e+03,4.624173487449380104e+01
1.565000000000000000e+03,4.661875850552308975e+01
1.566000000000000000e+03,4.701055922842696333e+01
1.567000000000000000e+03,4.740258987950287661e+01
1.568000000000000000e+03,4.781063435785438998e+01
1.569000000000000000e+03,4.820938189951329633e+01
1.570000000000000000e+03,4.861605062779194952e+01
1.571000000000000000e+03,4.901502328980026135e+01
1.572000000000000000e+03,4.941680822194449263e+01
1.573000000000000000e+03,4.979242268710841302e+01
1.574000000000000000e+03,5.017164992612030261e+01
1.575000000000000000e+03,5.055787407597573235e+01
1.576000000000000000e+03,5.093070035579133759e+01
1.577000000000000000e+03,5.128879425685047266e+01
1.578000000000000000e+03,5.161141490573501045e+01
1.579000000000000000e+03,5.196549300001964866e+01
1.580000000000000000e+03,5.230488958429037183e+01
1.581000000000000000e+03,5.263215390476362643e+01
1.582000000000000000e+03,5.293361738082813162e+01
1.583000000000000000e+03,5.323051640927506867e+01
1.584000000000000000e+03,5.351920466768790163e+01
1.585000000000000000e+03,5.378505889848466381e+01
1.586000000000000000e+03,5.404303487067405598e+01
1.587000000000000000e+03,5.429647842000084523e+01
1.588000000000000000e+03,5.453258813444627862e+01
1.589000000000000000e+03,5.473009293616453874e+01
1.590000000000000000e+03,5.491124782572559582e+01
1.591000000000000000e+03,5.508967060323131903e+01
1.592000000000000000e+03,5.526236007617970358e+01
1.593000000000000000e+03,5.538310299237313927e+01
1.594000000000000000e+03,5.552106319995723993e+01
1.595000000000000000e+03,5.564730127282361849e+01
1.596000000000000000e+03,5.576806898955083369e+01
1.597000000000000000e+03,5.587840903758729638e+01
1.598000000000000000e+03,5.597700509426059057e+01
1.599000000000000000e+03,5.607708985677333402e+01
1.600000000000000000e+03,5.617522280177152538e+01
1.601000000000000000e+03,5.629308927447450372e+01
1.602000000000000000e+03,5.639136797676568591e+01
1.603000000000000000e+03,5.650273662123790785e+01
1.604000000000000000e+03,5.661623900078130589e+01
1.605000000000000000e+03,5.671332763725340698e+01
1.606000000000000000e+03,5.684323019443198888e+01
1.607000000000000000e+03,5.697564628591005942e+01
1.608000000000000000e+03,5.711480431390324952e+01
1.609000000000000000e+03,5.725329129807105488e+01
1.610000000000000000e+03,5.740658021546239098e+01
1.611000000000000000e+03,5.755060713895235835e+01
1.612000000000000000e+03,5.769862685595423812e+01
1.613000000000000000e+03,5.784423995236846139e+01
1.614000000000000000e+03,5.798474204916345798e+01
1.615000000000000000e+03,5.813235221895687488e+01
1.616000000000000000e+03,5.827728323104214780e+01
1.617000000000000000e+03,5.842524989602771512e+01
1.618000000000000000e+03,5.855299292399041633e+01
1.619000000000000000e+03,5.867999802280979083e+01
1.620000000000000000e+03,5.879897890698285323e+01
1.621000000000000000e+03,5.891781759154487474e+01
1.622000000000000000e+03,5.904870509290045533e+01
1.623000000000000000e+03,5.915830702937883245e+01
1.624000000000000000e+03,5.926179384653990212e+01
1.625000000000000000e+03,5.936481292747507865e+01
1.626000000000000000e+03,5.949001747224605907e+01
1.627000000000000000e+03,5.955831601912873197e+01
1.628000000000000000e+03,5.962717287442914937e+01
1.629000000000000000e+03,5.970930856578242185e+01
1.630000000000000000e+03,5.978639038599505540e+01
1.631000000000000000e+03,5.986313533997411440e+01
1.632000000000000000e+03,5.994650654091476838e+01
1.633000000000000000e+03,6.005434238987095341e+01
1.634000000000000000e+03,6.014685205179508642e+01
1.635000000000000000e+03,6.025452500719969606e+01
1.636000000000000000e+03,6.036799755340926055e+01
1.637000000000000000e+03,6.046539968428184153e+01
1.638000000000000000e+03,6.057969244044384283e+01
1.639000000000000000e+03,6.067508528037910054e+01
1.640000000000000000e+03,6.077181740264700238e+01
1.641000000000000000e+03,6.089188910801906474e+01
1.642000000000000000e+03,6.100127625853146185e+01
1.643000000000000000e+03,6.111257290608626391e+01
1.644000000000000000e+03,6.120983459699175455e+01
1.645000000000000000e+03,6.127917573831765452e+01
1.646000000000000000e+03,6.137050074228276486e+01
1.647000000000000000e+03,6.145613821249621367e+01
1.648000000000000000e+03,6.154436884412218234e+01
1.649000000000000000e+03,6.162594047519196749e+01
1.650000000000000000e+03,6.171960918003683361e+01
1.651000000000000000e+03,6.178905546734529963e+01
1.652000000000000000e+03,6.185422042131398257e+01
1.653000000000000000e+03,6.192640777030127452e+01
1.654000000000000000e+03,6.199618857688289353e+01
1.655000000000000000e+03,6.205935988914909984e+01
1.656000000000000000e+03,6.212326235522141360e+01
1.657000000000000000e+03,6.217046311576527984e+01
1.658000000000000000e+03,6.222280988704046933e+01
1.659000000000000000e+03,6.226649088200717586e+01
1.660000000000000000e+03,6.230872998585567046e+01
1.661000000000000000e+03,6.232287404810463016e+01
1.662000000000000000e+03,6.234022451165143508e+01
1.663000000000000000e+03,6.230974884303790162e+01
1.664000000000000000e+03,6.227701381227684152e+01
1.665000000000000000e+03,6.229024655930869159e+01
1.666000000000000000e+03,6.231612731160772967e+01
1.667000000000000000e+03,6.232505793440505215e+01
1.668000000000000000e+03,6.233500598091738709e+01
1.669000000000000000e+03,6.232395335421470151e+01
1.670000000000000000e+03,6.236913345657717400e+01
1.671000000000000000e+03,6.240545254970916034e+01
1.672000000000000000e+03,6.244267704126751539e+01
1.673000000000000000e+03,6.246047120370372596e+01
1.674000000000000000e+03,6.247739011124892983e+01
1.675000000000000000e+03,6.248509250206203802e+01
1.676000000000000000e+03,6.249563884503238143e+01
1.677000000000000000e+03,6.252024096491283700e+01
1.678000000000000000e+03,6.257523578096333239e+01
1.679000000000000000e+03,6.261486456372767151e+01
1.680000000000000000e+03,6.265923815972553967e+01
1.681000000000000000e+03,6.269971184988081347e+01
1.682000000000000000e+03,6.273216929521892382e+01
1.683000000000000000e+03,6.276901857640586968e+01
1.684000000000000000e+03,6.280721701403395230e+01
1.685000000000000000e+03,6.284717775417875174e+01
1.686000000000000000e+03,6.288312728624807590e+01
1.687000000000000000e+03,6.295457245467828500e+01
1.688000000000000000e+03,6.302645298220235759e+01
1.689000000000000000e+03,6.310295879561483900e+01
1.690000000000000000e+03,6.318106592568095436e+01
1.691000000000000000e+03,6.327105607599382608e+01
1.692000000000000000e+03,6.336954454520569158e+01
1.693000000000000000e+03,6.347936226287139760e+01
1.694000000000000000e+03,6.357700043229164066e+01
1.695000000000000000e+03,6.369392975819513936e+01
